,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
103,South Sudan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104,Sudan,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003036851,0.003036851,0.003036851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
105,United Rep. of Tanzania,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.017210411,0.02458653,0.039916645,0.012871542,0.01041257,0.01041257,0.007953997,0.01041257,0.01041257,0.01041257,0.108672013,0.140547985,0.096263047,0.090790445,0.051521338,0.110512073,0.18424884,0.194054507,0.191531681,0.193950017,0.13502934,0.159581041,0.076108267,0.044192058,0.066285185,0.03682755,0.0,0.0,0.199151609,0.194234462,0.208986301,0.604830945,0.631876447,0.678590933,1.373293461,1.543184378,1.750902291,
106,Togo,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
107,Tunisia,coal,MtCO2eq,0.293977129,0.414943154,0.322930372,0.506056993,0.364277739,0.342054326,0.31265321,0.353147659,0.442741049,0.284602426,0.306016397,0.234011235,0.244600577,0.321382194,0.30901163,0.277974824,0.349201103,0.3496981,0.389613827,0.34939227,0.287599504,0.348309581,0.347508269,0.290109315,0.304328565,0.304328565,0.304328565,0.249792289,0.356005211,0.335887749,0.307189926,0.261150818,0.074477797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06533625,0.05289125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
108,Zambia,coal,MtCO2eq,2.025628634,2.301207659,2.21650783,1.853956328,1.917497931,1.818696161,1.630432544,1.594360034,1.269596658,1.458873452,1.166748811,1.268104435,1.128983244,1.089169199,1.110120329,1.232545295,1.041215521,1.187227975,1.107767578,0.883909687,0.871258961,0.850141743,0.833527172,0.407601731,0.349904248,0.44392478,0.511073388,0.485147161,0.294578813,0.303996561,0.32047206,0.332243846,0.35342822,0.254459209,0.327501594,0.124917074,0.030640659,0.002354438,0.021189534,0.014126621,0.002354438,0.284883276,0.350806712,0.374350682,0.386122866,0.771367436,1.873910363,2.75880574,2.341416215,
109,Zimbabwe,coal,MtCO2eq,5.821656382,5.183800062,6.22979245,5.973353625,5.254290619,6.382894153,5.255454117,5.443010669,5.591059442,6.335323893,6.160266065,6.298203586,6.143337275,6.486922771,7.82464598,8.979983537,12.34704873,11.92703138,12.44665298,13.83012283,15.41762484,15.44264864,13.84190575,12.22869904,11.62114335,11.07516854,9.98220152,10.23356406,10.80287331,10.48864854,10.84631272,9.747074762,7.959565943,7.769641065,8.303568504,7.718879209,7.832553677,5.916951756,5.935548482,7.370455216,7.773068429,7.467412331,7.674530219,7.810206418,8.192177177,7.179171406,6.371849989,7.588321289,7.351166057,
110,Other Africa,coal,MtCO2eq,0.112742928,0.132793347,0.140323739,0.132834371,0.179048043,0.475897428,0.467961596,0.367305383,0.503190672,0.610158128,0.541060005,0.576366505,0.399523732,0.43575104,0.504510031,0.525199111,0.512946911,0.493651001,0.482440555,1.678255597,1.687036173,1.805640598,1.74442349,2.076702013,2.03749458,2.113491754,2.5441456,2.688916355,2.699737962,2.818835741,2.962289207,2.92143318,2.834854022,2.743835045,3.236402333,3.391637858,3.707215024,3.78918067,3.721612933,3.942297548,3.286867175,3.545971687,3.51143874,2.958416762,2.827718833,2.836726054,3.386123258,3.521856936,3.712393543,
111,Africa,coal,MtCO2eq,145.1850055,148.5794494,162.1473611,169.8989223,185.2937582,200.5296039,199.9343202,175.6453992,182.0533875,191.5337878,201.5650372,199.1358517,190.5997845,200.8605899,206.6726324,206.2799227,223.5066956,219.8319911,223.1035698,231.1561891,227.5848444,224.9790978,231.869514,233.6155557,241.926434,251.7871085,263.8454452,273.842039,255.9484844,265.2956446,303.4823278,312.7373971,329.7988248,354.9575531,351.0255733,351.3438842,364.758556,394.2065865,370.1522178,389.5556723,368.3500463,386.0472499,393.5388309,414.2616146,388.5262899,390.9847614,405.3052463,413.3951312,426.0080555,
112,Bangladesh,coal,MtCO2eq,0.372997136,0.372997136,0.484671499,0.430800397,0.498602674,0.492591955,0.514499727,0.498546133,0.370918574,0.497332855,0.510509966,0.61819603,0.350890343,0.140719818,0.195430234,0.295139301,0.464645193,0.47860424,0.498546133,1.122726073,0.358953279,0.337017237,0.125633808,0.117656811,1.280266669,0.701952965,1.288243665,0.370918574,0.183464938,1.316162157,1.395929332,1.449772563,1.393935181,1.395929332,1.917854779,1.879584164,2.464306985,2.556312538,3.086680711,3.224242147,2.907505804,3.597281597,3.941970508,3.690565632,9.057848827,6.390725181,7.913576087,8.783042728,15.79167966,
113,Brunei Darussalam,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652043891,
114,Cambodia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030728497,0.100603886,0.112127225,0.154105553,0.230926593,1.27322671,2.251876175,3.128555434,3.700333992,3.930780292,4.449340933,
115,DPR of Korea,coal,MtCO2eq,67.19181451,68.58359408,69.79374167,72.04604027,74.9814501,80.51805183,85.72104149,89.13267165,94.9193748,100.8847304,104.4017003,109.8581789,114.562198,117.8787271,123.069416,121.2870192,115.43075,116.9836408,115.9610114,109.8231332,105.6860384,93.70139191,86.19040153,79.61698383,73.25071978,63.43240002,62.26560964,56.18726804,62.96744892,67.47535999,69.51175764,66.22846565,67.79175992,69.33791187,73.17103153,75.05742526,61.23548399,68.34470336,50.82364575,47.1811528,32.32679853,33.84360631,22.58667286,26.31283855,19.73730589,24.3125529,49.56509788,45.75021187,51.08062072,
116,India,coal,MtCO2eq,128.2389413,131.5182507,130.0892724,145.8734706,158.2530167,171.0532788,170.9623124,159.6663568,173.8654974,183.2507434,206.1904594,219.9333465,234.3981539,254.315905,263.7990626,288.9734292,309.2877181,326.2245955,346.4241042,367.8277331,401.121507,417.5092383,436.2269437,454.9615312,480.5617949,499.9505137,525.0186257,521.6779829,558.1783749,575.3109024,588.9708074,605.8315983,615.8914058,676.2282332,714.4110777,762.5180416,843.6324235,915.6711798,1023.293436,1095.775604,1165.503445,1295.475946,1353.435719,1494.918603,1454.819119,1446.201804,1537.328281,1648.190647,1638.764152,
117,Indonesia,coal,MtCO2eq,0.531658549,0.498650647,0.33689924,0.427187053,0.53560133,0.429804046,0.488158401,0.496773952,0.501652325,0.561521462,0.503113184,0.473676834,0.405598108,0.17112911,5.162611286,9.638420908,11.55393267,12.29228831,14.40672574,15.64635073,17.31020437,17.80962186,17.73784493,19.83793216,22.53835874,25.40201207,29.9827371,33.85117161,42.77648211,52.42559687,60.4058204,62.30783713,83.605395,76.81828176,87.84189519,105.408912,130.8179222,117.5564708,119.8139103,142.7406029,169.2389773,151.5357985,115.4096334,145.9158214,160.3935907,175.0198798,195.4977286,224.6323733,277.5205308,328.3954796
118,Lao People's Democratic Republic,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037303672,0.049738091,0.077093813,0.094502415,0.114397486,0.126831905,0.154188041,0.186517945,0.280711838,0.334355604,0.602633023,0.712330615,0.746299062,1.094779407,1.148269121,4.891723532,11.28342466,14.38079154,14.56144989,14.6124209,
119,Malaysia,coal,MtCO2eq,0.034216939,0.008554334,0.027801188,0.04063269,0.034216939,0.04704844,0.042771273,0.090549864,0.130793939,0.211282485,0.394897045,0.372259977,0.993531285,1.07653506,1.443764577,1.068989371,1.305424552,1.038135148,4.770824362,5.284464977,6.223762641,6.535608001,5.46238395,6.068178265,6.648902227,6.681666335,6.463479136,6.89784863,7.72693425,9.903625293,11.96396371,14.49154222,21.17260323,26.40542387,27.41705825,28.16721718,35.20109613,38.95341467,41.63180882,58.83841775,58.8151979,63.2339863,59.9874982,61.14338713,69.2993643,75.19133159,82.69417828,88.70339792,92.5444576,
120,Mongolia,coal,MtCO2eq,,,,,,,,,,,,,,,9.670969163,10.66210603,11.42648071,12.06839324,11.56974981,10.55978408,13.07276344,11.58512677,10.28172604,9.281247143,9.255634722,7.61812361,7.458561345,7.38401866,7.441865038,7.728888246,7.705171972,8.231737382,7.807457539,7.891972928,9.446659182,10.56708705,10.69495624,10.43454393,11.37205442,11.82302533,12.65710785,13.63272023,14.81128216,14.60166318,13.80450494,15.22000937,15.59482779,17.27379075,17.70672873,
121,Myanmar,coal,MtCO2eq,0.566644328,0.361096856,0.191105853,0.413464098,0.634704953,0.5394772,0.551996827,0.594397761,0.587682884,0.613403663,0.661946943,0.666320291,0.593263564,0.619097529,0.628902797,0.653384729,0.265173994,0.243058044,0.240599072,0.271263234,0.287196926,0.159474043,0.081064908,0.070063926,0.064714211,0.048752292,0.053707823,0.054918331,0.374386606,1.287578595,1.46967351,1.145024209,2.036190556,1.039678745,1.303528129,1.640792135,1.753857992,1.545589337,1.456251438,1.650415511,1.641789058,1.935477436,1.481144847,1.639118894,1.779250263,1.392570555,2.558744226,2.962180139,4.035774629,
122,Nepal,coal,MtCO2eq,0.028727641,0.057454884,0.186728672,0.191516546,0.110121894,0.019151495,0.047879137,0.038303389,0.172364652,0.19630442,0.148425283,0.167576778,0.340123956,0.347305766,0.038303389,0.193910482,0.229819935,0.174758589,0.028727641,0.167576778,0.234607809,0.102940084,0.129273788,0.273092925,0.294638756,0.241789619,0.244183557,0.24897143,0.960340521,1.029765089,1.178190372,0.546004123,0.696823344,0.615428692,0.981885952,0.586701448,0.785399805,0.737520669,0.742308543,1.209311951,1.436920075,1.724376621,1.331767781,1.930256788,2.224713418,2.75138392,3.155172808,4.016267313,3.175057104,
123,Pakistan,coal,MtCO2eq,2.602768935,2.464754383,2.27910378,2.168832163,2.269640436,1.958815517,2.236354131,2.081100942,2.439024503,2.731787847,3.1703057,3.911095124,3.642957496,4.004881776,5.050439979,5.26444914,5.494112322,6.150455572,6.047861024,7.369632914,6.89476487,7.1630537,7.716887612,7.12352164,8.087769227,7.485162866,7.094604694,7.479678601,7.103451062,6.97126835,7.710194642,8.84930738,12.24753931,15.04706869,14.73124531,16.97124036,22.28291766,17.78786024,17.56587072,16.53953664,16.27724985,14.64864586,13.91225997,18.90045894,20.13148095,24.7932561,40.29136823,48.74181913,49.22380202,
124,Philippines,coal,MtCO2eq,0.090099066,0.0901019,0.075621789,0.12659,0.173893381,0.196657445,0.789739118,1.227539802,1.248752069,1.554327887,1.184270046,1.507904346,3.152285233,4.025244003,5.594878925,4.151942679,5.381807174,5.550419599,4.690651308,5.341233247,6.298297345,5.693060769,6.306224288,6.448620078,6.901529022,9.206038021,11.33926493,12.18358381,13.89158181,18.91685724,18.43342745,17.24386001,17.60082014,18.5740259,21.70206141,20.60795487,22.08151832,25.94168666,24.77538345,28.61066693,31.49153268,32.89005588,40.63877146,43.28358955,47.19925712,53.50792187,62.8764812,66.47123838,71.11463115,
125,Singapore,coal,MtCO2eq,0.017674244,0.013392641,0.019466793,0.023748396,0.00552594,0.015185154,0.019466793,0.020637688,0.003036851,0.013355708,0.020637688,0.007281556,0.014563536,0.02246671,0.051007997,0.031578164,0.052837471,0.061948473,0.055874321,0.096563913,0.057082149,0.083207779,0.092337986,0.110559992,0.051630066,0.001226156,0.0,0.0,0.0,0.0,0.0,0.03037076,0.039481762,0.031012359,0.009111003,0.021259306,0.036444462,0.018222456,0.018222456,0.03340761,0.03340761,0.107144379,1.054945667,1.55318903,1.62042437,1.698950574,3.580919879,1.901996931,1.836086512,
126,Sri Lanka,coal,MtCO2eq,0.006074152,0.006074152,0.009111003,0.012148304,0.012148304,0.006074152,0.003036851,0.009111003,0.006074152,0.006074152,0.006074152,0.003036851,0.003036851,0.006074152,0.006074152,0.003036851,0.003036851,0.0,0.002458573,0.019669383,0.002458573,0.002458573,0.002458573,0.002792926,0.017001482,0.008867078,0.008867078,0.008867078,0.005829776,0.003036851,0.003036851,0.050517397,0.268368445,0.072860808,0.262782593,0.192714711,0.189921386,0.201093491,0.259745742,0.265331595,1.422193742,2.017984775,2.123768075,4.074319168,5.481363871,5.801736699,6.009603894,5.807468304,6.364187816,
127,Chinese Taipei,coal,MtCO2eq,10.34271624,10.51941972,9.262738101,8.593235292,8.690455474,8.523256604,8.575444233,9.511419403,11.55725898,14.14845301,13.27679203,11.51648938,17.14683981,21.640004,24.69058595,31.96529382,34.89700887,40.02079312,41.98603767,40.79828041,44.66445834,51.51483527,56.34891892,58.88580453,60.3131493,68.68009613,78.27740736,84.38781683,87.49566328,103.7583124,110.8738878,118.5056698,127.8298196,132.7736186,137.3743803,144.0884848,149.7437246,143.489898,138.0862204,145.3672487,151.2418036,149.229626,151.3667971,152.1779012,147.0594987,149.9683635,153.1052044,153.0371794,148.1943577,138.9128636
128,Thailand,coal,MtCO2eq,0.472850169,0.373850023,0.400731507,0.601557147,0.575507339,0.667453328,0.63288947,0.833033912,1.757814069,1.897519145,2.116719221,2.747855212,2.635546208,3.320026085,6.706546169,7.088678998,9.04346833,9.869560881,11.99575914,16.4601516,19.42709004,20.7830606,23.20192549,26.35449003,30.097507,36.47956298,36.50126077,30.59489936,32.11155433,32.23351643,37.24535948,38.98999981,39.11714543,44.34308348,48.0648665,51.08234426,56.84798494,61.9270107,60.14156092,65.83931234,66.42683696,66.13130198,69.36135246,65.02836446,68.56774884,62.58875682,66.38035962,64.10113781,66.09507564,
129,Viet Nam,coal,MtCO2eq,5.767945203,4.327583095,6.244084528,7.470041975,10.39409728,9.80645548,10.74131825,10.78108754,11.15388673,9.532421209,10.62424469,11.75320636,11.78076922,11.77036537,11.70403707,12.89583517,14.37194747,13.44350584,10.81022328,9.287446892,9.019374399,9.062588223,8.776014134,9.684600065,13.93485823,14.9871796,19.00318148,19.13771272,17.69170115,18.29662311,21.01174263,23.08799483,24.3442179,30.68734341,34.50134454,37.09311143,39.72501951,48.94533739,52.54979844,60.98113245,65.27301114,65.90327487,73.01186653,84.40933888,113.0262599,110.4236291,111.680749,158.9078306,204.4365758,
130,Other Asia,coal,MtCO2eq,4.538450183,3.957083517,4.100896235,4.389201306,4.900353001,5.128012847,6.017791169,6.734312358,7.13457723,7.88303302,7.33212082,7.666639908,7.968447697,8.766029424,0.963714047,0.981353372,0.966601134,0.914858639,0.972264429,0.876376483,0.85830946,0.565492577,0.528612384,0.533529929,0.599913798,0.747433376,0.747433376,0.842589266,1.000518566,0.830621705,0.872186845,0.92627745,0.997520417,0.798426857,0.810720122,0.85966138,1.270304303,1.570487398,1.953934288,2.906914347,4.669514323,3.826355543,4.035069009,5.013070972,4.292241519,4.97714045,5.87829318,6.587462441,6.675945355,
131,Asia (excl. China),coal,MtCO2eq,220.8035786,223.1528581,223.5019742,242.8084663,262.0693358,279.4013143,287.3446992,281.7158422,305.8487091,323.9822906,350.5422165,371.2030641,397.9882052,428.1045109,458.7757444,495.1545674,520.1747648,545.515016,570.4614181,590.952387,631.516869,642.6081757,659.2086521,679.3706055,713.8983881,741.6727768,785.7471676,781.3082458,839.9095973,897.5254184,938.8008881,967.9930729,1022.934986,1102.174698,1174.074334,1256.89672,1378.9498,1455.962043,1547.935917,1683.68956,1782.187749,1900.633986,1929.816225,2127.013982,2145.637572,2174.651992,2362.191711,2564.360274,2674.273469,
132,People's Rep. of China,coal,MtCO2eq,677.1949443,709.3013867,720.0573058,712.5564954,840.6398396,844.9745074,969.7812052,1105.02448,1134.305287,1128.664093,1138.603266,1203.227626,1270.956163,1401.876733,1420.130033,1498.772768,1609.159499,1736.227044,1797.321339,1830.756313,1920.848441,1987.562298,2138.131977,2248.541809,2512.35322,2465.44515,2486.590394,2566.755918,2421.179402,2560.013656,2697.487063,2923.775537,3413.498734,3962.910282,4612.786279,5099.006435,5558.376253,5725.437555,6167.692451,6628.137658,7339.411815,7493.967355,7804.882194,7755.450947,7557.912589,7489.055982,7591.02963,7836.38544,7914.289782,
133,"Hong Kong, China",coal,MtCO2eq,0.101027172,0.069712857,0.04169458,0.042048398,0.034175622,0.05252231,0.042048398,0.048016447,0.121105812,0.105290025,0.102385354,3.564139761,9.262905923,12.65614047,15.051116,18.33967063,20.08195624,22.01171774,23.372481,25.14531069,27.27081578,29.07577989,30.01107879,23.24242927,24.07171748,18.76992486,15.32489855,17.74391168,14.85595961,17.26521168,19.07018172,21.21345927,26.90426496,25.10161811,27.31284266,27.27008907,29.77450873,27.26507526,28.47590933,24.77572074,29.46613595,29.00987964,30.9251534,32.40171918,26.64837716,26.65088407,24.96467108,25.64656651,24.55453692,13.07388978
134,"China (incl. Hong Kong, China)",coal,MtCO2eq,677.2959715,709.3710995,720.0990004,712.5985438,840.6740152,845.0270297,969.8232536,1105.072497,1134.426393,1128.769383,1138.705651,1206.791766,1280.219069,1414.532873,1435.181149,1517.112438,1629.241455,1758.238762,1820.69382,1855.901623,1948.119257,2016.638078,2168.143056,2271.784238,2536.424938,2484.215075,2501.915292,2584.499829,2436.035361,2577.278867,2716.557245,2944.988997,3440.402998,3988.0119,4640.099121,5126.276524,5588.150762,5752.70263,6196.168361,6652.913378,7368.877951,7522.977235,7835.807347,7787.852666,7584.560967,7515.706866,7615.994301,7862.032006,7938.844319,
135,Argentina,coal,MtCO2eq,3.823525119,3.46382403,3.483436576,3.869627242,3.710932083,3.740476132,3.657227014,4.178036085,3.555219774,3.137893083,2.999092689,3.283781784,2.939592828,2.951348508,3.447164401,2.87403134,3.622696332,4.562902297,4.699879611,4.036569541,3.793259607,3.359355747,3.004146996,4.802361505,4.340249318,4.445481988,4.401564946,4.71209796,4.626464046,4.665492502,3.757858962,3.2686706,3.530737025,4.707812854,5.722320432,5.949815363,6.000458816,6.714602895,5.137880556,6.353789774,7.248663108,6.70103536,6.661905236,7.305291203,6.798718364,5.526348249,5.827450602,6.435286203,3.977502535,4.534456507
136,Bolivia,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132135656,0.603196362,0.74122959,0.431003902,0.258549681,0.157973659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002643144,0.0,0.002643144,0.01321613,0.015859273,0.015859273,0.025142396,0.020413586,0.023178587,
137,Brazil,coal,MtCO2eq,6.069098706,6.431114077,6.178956214,6.239824638,6.962242798,7.78427474,9.907451733,12.4836574,13.68436331,15.10979794,17.10606143,19.28261663,20.52296189,24.96195572,26.48246209,28.9103909,30.33296684,30.8039241,29.88537473,27.76518858,32.33846034,31.20527736,31.96713451,31.54008301,32.89089471,34.01874562,36.60133383,35.6692073,39.17095773,46.62552304,45.69558747,44.93051782,46.23543195,48.9958778,45.73785558,45.57282083,48.09055114,48.61579015,39.67420868,54.3433941,56.82095179,59.67215558,64.2066902,67.43327151,68.3004643,61.60536007,64.88689132,64.13632397,61.00837864,55.07240483
138,Colombia,coal,MtCO2eq,6.174544004,6.081133004,6.496833117,7.775779939,6.742342713,7.392048337,7.425783498,8.930045868,8.954041759,8.94630551,8.878280839,8.603490211,8.827143731,9.10694162,10.26518189,11.01481582,12.07758638,11.21430218,12.37917972,12.33950477,12.76527172,13.21038708,14.94335293,14.06323946,14.07169858,11.90360091,12.51019813,11.91638978,9.954324203,12.23675963,12.23595583,11.54983483,11.47963389,9.530512055,10.5564228,9.804952363,10.33274016,10.03982231,12.45986864,10.89053922,12.70178464,10.09844232,16.0156514,16.49999539,15.67878823,15.77111077,13.01518219,14.34149417,17.61652704,18.96552593
139,Costa Rica,coal,MtCO2eq,0.002506452,0.002506452,0.002506452,0.002506452,0.002506452,0.002506452,0.002506452,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.002458573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002458573,0.122933048,0.002458573,0.088511826,0.004917146,0.004917146,0.004917146,0.061466723,0.002458573,0.009834692,0.002458573,0.022127956,0.009834692,0.019669383,0.02458653,0.002458573,0.002458573,0.020391953,0.00132265,0.00097114,
140,Cuba,coal,MtCO2eq,0.409676197,0.461994923,0.328373267,0.282416105,0.324668486,0.286160993,0.317122976,0.377377238,0.330800567,0.4031682,0.419208588,0.514036032,0.398156843,0.461669755,0.516808817,0.489333468,0.464604606,0.438237242,0.228229445,0.591660765,0.394605352,0.18300365,0.217272314,0.291407974,0.264791146,0.049268153,0.097758665,0.114530218,0.127963476,0.113802508,0.072589366,0.109812829,0.092605931,0.095901132,0.081555595,0.029386642,0.079824732,0.095684005,0.093040861,0.081338466,0.01412841,0.01655375,0.03722196,0.005503414,0.021362687,0.008146557,0.010982257,0.014544006,0.007262312,
141,Curaçao,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
142,Dominican Republic,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019940432,0.037456756,0.54944002,0.068679903,0.569062963,0.237927291,0.02452848,0.041698655,0.475854182,0.451325703,0.527364309,0.149624444,0.196228635,0.255097067,0.260003002,0.095887945,0.118015901,0.127850593,0.324108253,0.733775936,1.420558746,1.381284233,1.486768465,1.832772475,2.006930806,2.154119897,2.124644847,2.016748083,2.154096677,2.360147996,2.340560281,2.713487888,2.627736097,2.703814938,2.80184224,2.730408816,2.960749422,
143,Ecuador,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
144,El Salvador,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.0,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.003036851,0.001740045,0.002117003,0.001931681,
145,Guatemala,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054090604,0.051632031,0.009834692,0.007376118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03679272,0.527364309,0.873217389,0.9566143,0.897745869,1.042464378,1.00321889,1.049823081,1.098880041,1.106238744,0.721140177,1.204353062,1.211711367,1.61398011,2.430781835,2.627010472,3.765136399,4.422502209,3.670618042,4.334062035,4.230752403,
146,Guyana,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
147,Haiti,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088511826,0.125391621,0.132767739,0.149978549,0.044255913,0.044255913,0.076218562,0.029504075,0.029504075,0.061466723,0.063925296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,Honduras,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002860271,0.0,0.002860271,0.0,0.0,0.0,0.0,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.137685284,0.331919349,0.302415672,0.346671584,0.415514028,0.435183411,0.088511826,0.164730387,0.177023653,0.29258098,0.253242214,0.263076905,0.311994943,0.358796106,0.346392944,0.368474462,0.316929505,0.142265741,0.001672994,0.0,0.0,
149,Jamaica,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019669383,0.137685284,0.127850593,0.034421221,0.162271814,0.135226312,0.130309166,0.135226312,0.15735427,0.164730387,0.174565079,0.177023653,0.130309166,0.130309166,0.216362418,0.208986301,0.228655684,0.145061004,0.078677135,0.088511826,0.118015901,0.154895696,0.132767739,0.159813241,0.179482226,0.218820992,0.206527727,0.238490376,0.231114257,0.201735863,0.214144437,0.243245133,
150,Nicaragua,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
151,Panama,coal,MtCO2eq,0.005012505,0.02255687,0.032581881,0.012531462,0.002506452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073759988,0.073759988,0.081135708,0.039338766,0.036879795,0.078677135,0.110639783,0.120474474,0.130309166,0.132767739,0.125391621,0.265535478,0.140143858,0.145061004,0.147519578,0.147519578,0.154895696,0.110639783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581327204,0.792272848,0.838877437,0.863405917,0.868311454,0.767744368,0.214134402,0.53644019,2.199771814,
