,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
79,Benin,energy,MtCO2eq,0.5149702751,0.6159829323,0.6297091308,0.6464694585,0.69279357,0.5116975883,0.57178652,0.625344195,0.6308135415,0.6490763693,0.5673563388,0.6414127568,0.6546134843,0.6837281885,0.7964534415,0.7396000235,0.6917152395,0.6861383818,0.611778993,0.5987169672,0.549133675,0.5659241307,0.5739743341,0.5785776813,0.5866930369,1.323626903,1.590389722,1.652176416,1.820737531,1.860158886,2.18754051,2.492431062,2.765394779,2.936818647,3.19899529,3.829385447,4.395718442,4.461429883,4.842627477,5.150870389,5.000944888,4.805469284,5.127728363,5.659614182,6.00851189,7.306212125,7.462348932,8.052248134,7.948991174,8.387118682
80,Botswana,energy,MtCO2eq,0.155339727,0.191297623,0.249238787,0.443284111,0.5501289,0.800463791,0.915932474,1.030449823,1.189605395,1.264304822,1.525534185,1.590743272,1.567029931,1.567405633,1.672857184,1.906967125,1.969787954,2.356433076,2.583625094,2.999740405,2.939482169,3.519278576,3.476545441,3.310729381,3.422567509,3.148819193,3.304873161,3.924561502,4.117901206,4.284822525,4.130994079,4.284708645,4.170174111,4.204415908,4.515211332,4.327671343,4.562951085,4.637308088,4.327892435,3.501459389,4.108658507,3.635576148,5.651885728,7.227421936,7.193484256,6.867943921,7.577171367,7.557532699,7.495755505,
81,Cameroon,energy,MtCO2eq,1.563102987,1.615822218,1.662468097,1.678614942,1.925564304,1.859236849,2.305000293,2.541511857,3.04420774,3.57314877,3.985668065,4.350736325,4.601605318,5.460826728,6.058537982,5.923628322,5.846285932,6.152658792,6.396437158,6.245212127,14.47383251,14.15862541,11.81878454,9.382628139,9.369186581,9.862645477,9.882081216,10.1660136,9.829090164,10.32027482,10.12062276,10.0086828,10.09167457,9.799513606,9.613493955,9.383936539,10.12988066,10.69574837,11.20981785,10.86385139,10.43422964,10.41258676,11.28373857,12.35488127,13.11616952,13.43758038,13.18518192,13.67870002,13.70279134,
82,Congo,energy,MtCO2eq,0.9256679173,1.29776637,1.969033728,2.198997721,2.210741389,2.537341709,1.999096921,2.022968168,2.67716858,3.133928429,3.60241117,4.153070012,4.701296834,4.95610718,4.945749518,4.94179115,5.24931089,5.676128772,6.271357511,6.832745976,6.797992719,6.959088261,6.395897428,5.334102524,6.246221356,7.480694943,8.025897158,9.427788089,9.831075846,10.36672168,9.970072421,7.251250726,7.769772055,8.338358101,9.915574643,11.22667764,9.368995127,9.755587076,10.85601307,12.12751987,11.83123342,11.25625755,10.70703524,10.39569487,10.5592208,10.06219279,10.44769047,12.83720558,14.00446654,
83,Côte d'Ivoire,energy,MtCO2eq,2.777618024,3.044190595,3.114065878,3.226119043,3.471475721,3.936239934,3.883926964,4.472494648,4.159644502,3.922896946,3.56817495,3.60194959,4.426773186,4.496620426,4.221915748,4.666358133,4.501820353,4.326804312,3.628676111,3.432826895,3.533702206,3.579043101,3.786096566,3.94542526,4.299706088,5.201034465,6.206407972,6.234999475,8.235711413,7.904977431,7.974644364,8.557811088,6.828727067,7.278720582,7.873951675,7.868726403,7.789660111,8.636192122,8.098730041,8.557770018,8.528848838,10.54206446,11.26661129,11.70115869,11.96941581,11.82840573,12.91452316,12.47042068,13.1900163,
84,Dem. Rep. of Congo,energy,MtCO2eq,4.210812457,4.323079815,4.349091685,4.46563722,4.448995914,4.961669894,5.096453262,5.140820311,5.591229795,5.596537666,5.930514821,5.276838763,6.359061983,6.451588692,6.365844612,6.223021404,6.65970014,6.877336543,6.747819612,6.533579775,5.189012503,5.0031979,6.37665039,7.656199475,7.6183206,8.180122017,8.378588741,8.244384101,7.869774075,7.348330029,7.537303451,7.690347546,8.521079418,8.265354798,8.518971307,8.697367805,9.324227647,9.525849957,9.416525906,9.59003314,10.08858495,8.388171995,9.96701794,12.06004766,10.27099853,9.672610322,10.64250004,9.564254477,9.666842122,
85,Egypt,energy,MtCO2eq,27.51290944,29.47126853,27.50471,30.34457315,33.55428776,37.67877748,40.41197588,41.37204512,45.17857322,51.17218145,57.44040402,60.29906885,66.25511483,72.56632305,77.52833252,77.81217688,82.86283698,82.98213165,87.39946972,94.6937968,96.35662559,96.92910447,100.4342934,95.86770132,101.4911048,106.5243234,112.9551714,116.8590315,122.5522901,119.0251236,131.9216113,134.3505337,139.669336,150.4839638,170.3225123,178.1937906,190.4474065,199.0084309,203.2757578,205.055515,211.4088978,221.0347133,219.2742661,224.4372521,229.7545845,235.2315041,249.3328001,257.5750079,260.7483949,
86,Equatorial Guinea,energy,MtCO2eq,,,,,,,,,,,0.08791053,0.068971994,0.046614688,0.049748743,0.046956334,0.053258857,0.05650588,0.06321094,0.082519346,0.069659673,0.204773445,1.956778785,2.124235797,2.283644838,2.459176017,2.789050185,4.307194536,5.476560153,7.116211262,6.668717475,9.160143077,9.941952284,11.20390189,13.43085638,15.86811542,16.8392693,15.91465162,16.82805171,15.85612682,16.23008756,15.55969134,15.25796201,14.31105966,15.85491232,13.79950928,13.34732234,11.88417366,12.38812742,10.80040555,
87,Eritrea,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,0.6334833385,0.8310117355,0.9153751475,0.9859583695,1.067467722,1.021373778,0.7352946755,0.7745918735,0.764967856,0.8319796458,0.820243201,0.8332332098,0.7806117425,0.701483755,0.6277843793,0.6211807803,0.5564880945,0.5827037658,0.618480764,0.6415359235,0.662807163,0.6791416873,0.6920354315,0.7049950338,0.717557343,0.7791747123,0.8830844655,0.9086046158,
88,Ethiopia,energy,MtCO2eq,4.844289531,4.850416573,5.05067961,5.173742821,5.111917894,5.186706692,5.222363543,5.362166576,5.490113197,5.598327913,5.838761917,5.822585759,6.061154249,6.101213825,6.29652431,6.708512911,7.097682286,7.337821537,7.623354415,7.957917091,8.208547113,7.599533314,8.233371525,8.737109612,9.218774938,9.707031546,10.08990491,10.48059947,10.69691793,11.20980542,12.29131469,12.70386501,13.31148326,13.80188115,13.66724888,14.22531109,15.10255035,15.82803948,16.182448,16.4281854,17.63384486,18.31509985,19.83263961,22.0823031,22.07807622,24.14739113,25.03107457,26.56661538,28.03477247,
89,Gabon,energy,MtCO2eq,2.76147675,2.991749032,6.048873626,6.601737323,7.826852515,8.553573353,8.478186496,9.000147589,8.823219003,8.288733785,8.293648509,8.378570593,7.792173785,8.697791138,9.820843621,7.526048355,6.682307734,6.955752373,8.904377865,9.655485314,10.65022417,10.60013887,10.90555863,11.65847653,12.77286222,13.70728035,13.40105679,14.39553598,13.29340756,12.74507408,12.81817899,12.13298307,13.2535037,12.72318957,12.50015712,11.16675025,10.45690414,11.00788953,10.76408336,11.55931557,11.36077789,10.90505209,11.00330024,11.32757651,11.62132523,11.81344834,10.19725268,9.642828733,10.18109306,
90,Ghana,energy,MtCO2eq,2.523226946,2.645367481,2.751327928,2.855005137,3.000842941,3.063842377,3.242556176,3.282145447,2.979463074,2.977517819,3.491494855,3.1050198,2.328543818,2.637455941,2.953140038,3.118584197,3.24178942,3.339730498,3.625913591,3.555073764,3.326233935,3.76880823,3.842490705,4.136473213,4.44189488,4.779631357,4.933624307,6.817885953,7.235247349,6.031468085,6.445985951,7.637736384,7.290311601,6.816169567,7.167543087,8.621572473,9.220906011,8.813351704,10.17677922,11.27728295,12.07975668,14.15970125,15.33826945,14.88903287,15.96472433,16.08163056,17.62012839,19.25520584,20.78933288,22.22693981
91,Kenya,energy,MtCO2eq,4.200104514,4.393103895,4.579586959,4.602245034,4.561292314,5.100246684,5.343765733,5.375970062,5.35944975,5.708195672,5.647572588,5.46838673,5.196571978,5.972512395,6.164458105,6.853071828,7.114100116,7.129595754,7.499605285,7.38889686,7.234638574,7.322357725,7.328578289,7.370460789,7.895066915,8.462203462,8.322403384,8.942667318,9.324127149,10.25559703,9.633112797,9.456472829,8.546947414,9.483097755,10.32079179,11.3705315,11.38551321,11.90945556,13.62313239,14.50987159,14.70176193,13.82660016,15.72347977,16.56678449,18.58528318,20.45725084,20.61782918,19.43167745,24.36011809,
92,Libya,energy,MtCO2eq,142.74757,120.3717671,109.2841402,79.87383889,68.99458373,89.90820943,95.74869594,100.1460565,102.3833829,95.27328905,67.48013873,67.25122069,69.60155215,70.99888529,66.67444415,69.22177345,64.11517036,68.89050782,69.24282363,83.00111647,87.92394374,79.62601587,86.93406169,100.7748912,109.118811,111.8663786,104.605884,104.0185647,100.7504807,105.708901,101.8218566,100.5325844,109.0105503,113.5002852,123.2756912,124.5068693,120.7893671,125.408335,121.7012558,128.4711678,67.74319605,125.0147121,106.9802518,87.18525841,80.39312348,80.38359575,101.1503078,110.1710719,114.8654736,
93,Mauritius,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Morocco,energy,MtCO2eq,6.919547213,7.590840573,8.716834856,9.4817547,10.04299223,10.99927002,12.06350617,12.87417437,13.76875707,14.11606774,14.30071955,14.96944569,15.75984015,16.1031002,16.76383407,17.26232965,17.66491926,18.48157751,19.94052229,20.18538252,21.15302822,22.69676474,23.42190055,25.58926185,26.67857501,26.32665889,27.51003057,28.20239884,29.75970408,30.24047908,32.90807796,34.06509805,33.79751461,37.72712237,40.33870282,41.61626357,42.4108257,44.198296,44.12815357,47.37850652,51.76041088,53.27479614,52.54985279,54.56516406,56.17926061,56.18229522,59.02883752,60.48472499,67.04897415,63.51792564
95,Mozambique,energy,MtCO2eq,4.500553087,4.211384696,4.326800705,4.225694173,3.942329383,3.985363486,3.843339515,3.509365711,3.422860971,3.884569774,3.581304766,3.389351499,3.231253491,2.969032947,2.992845731,2.939488964,2.925019178,2.920677462,2.882366682,2.499361883,2.312813763,2.504068525,2.719427298,2.53586529,2.644160456,2.614385953,2.7568087,3.065001464,3.102342799,3.473807174,3.140859539,3.389266635,3.902702969,4.318339223,4.431178139,4.575828702,3.948203287,4.125410495,4.309694874,4.424345069,5.661928339,6.400880349,7.2215414,7.827678516,8.578462381,10.03272291,10.58133827,10.79158091,10.81116096,
96,Namibia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,1.18759403,1.289653324,1.488550821,1.712867281,1.853075272,2.009729483,2.061117095,2.106228326,2.068592768,2.039406362,2.564155409,2.227544327,2.366780299,2.483079281,2.637717018,2.641747651,2.727306965,3.060494047,3.142029513,3.247676251,3.294220671,3.414379902,3.628084357,3.761601956,3.987892635,3.984082323,3.980717113,3.939670391,3.937267074,
97,Niger,energy,MtCO2eq,0.42282071,0.445615677,0.49419297,0.493009872,0.54104492,0.564308143,0.606631021,0.646659325,0.686443524,0.791754765,0.89085119,0.930983613,1.006296735,0.897904549,0.924703477,1.155890223,1.160189814,1.193435292,1.233062136,1.013617934,0.99905795,0.975234219,1.062628096,1.055968171,1.051309075,1.155211561,1.306677521,1.376169203,1.379994152,1.096961449,1.108735425,1.15220633,1.232826655,1.281098651,1.260691053,1.269170539,1.363634765,1.421526791,1.669211754,1.981235743,1.945968982,2.555410517,2.949667197,3.153247501,3.091615499,3.094701594,2.928689454,3.017001975,3.245915263,
98,Nigeria,energy,MtCO2eq,62.24727451,72.68064427,83.0726821,92.22639532,95.45567982,110.2130851,112.4943736,111.808756,141.5965558,129.2493835,100.1673663,98.47734329,98.75164616,99.46120963,105.5822927,103.4739053,98.97854696,109.0452957,124.3776356,131.4666795,144.2486134,156.8806255,151.1616703,143.1133171,153.9899438,175.6031051,173.0226781,158.7169867,155.0441305,171.5334731,178.3060473,161.971104,179.0004427,178.3423287,178.37403,165.299382,155.7157101,158.5331777,146.1400403,165.6446136,170.136321,167.8540206,177.0346051,184.1312172,175.8966628,175.6395036,176.4093411,178.5263519,186.3123145,
99,Senegal,energy,MtCO2eq,1.394040106,1.431663232,1.562493774,1.654249257,1.796205332,1.865977258,2.010850633,1.956656077,2.150422004,2.238881771,2.20075152,2.125268052,2.109038575,2.24329566,2.328793581,2.24674564,2.273530893,2.172934095,2.287592401,2.343614549,2.339670568,2.535372915,2.481482085,2.547526714,2.715212762,2.839232384,3.110923013,3.442224742,3.810642604,3.772027135,4.092115172,4.179197873,4.074949541,4.707907926,4.893151973,4.719383615,5.285638512,5.567321704,5.85354106,5.918873948,6.260862031,6.149136548,6.401312156,7.136411685,7.953374669,8.59553084,8.172991571,8.472787557,8.939301799,
100,South Africa,energy,MtCO2eq,168.6937653,174.5797684,190.8802611,198.3764325,216.8071554,231.6657988,233.1979146,211.7645081,217.5274,228.7709531,241.5969013,239.7248791,232.6093364,247.7387208,251.9015139,248.8390877,264.2801697,263.8032149,266.6047007,273.9291785,269.2050202,265.4290424,275.2810847,281.8282072,295.0424435,304.8216358,321.4512344,329.781742,311.8776437,317.8838303,353.9046899,363.7830243,387.995879,416.1890449,413.2757417,415.0810496,433.2692951,464.5091635,440.9062641,462.5491685,446.5879778,465.4832113,475.2459898,486.7569249,462.2977045,462.37222,473.545261,471.4323058,477.0993653,
101,South Sudan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.219988482,3.866407995,5.247955359,5.542083441,5.061799118,5.005256614,4.944182548,5.828340417,
102,Sudan,energy,MtCO2eq,4.041007107,4.253789321,5.418217224,5.157406141,4.109410737,4.100533633,4.335486922,4.051484174,4.141424101,4.69739004,4.63535097,4.769985593,4.888479149,4.463103772,5.145648065,5.102656378,4.192010541,5.618995061,5.201721913,6.585559324,6.024341177,5.735277647,4.434963153,6.162727486,5.898767785,5.852608927,6.970949623,6.68005092,7.612547111,8.511673598,9.802418694,11.5434735,11.64446497,13.40823143,15.32637097,18.43418642,19.76596427,20.42630497,20.91201723,21.43097334,24.33602405,20.59223362,20.06545045,21.14693485,23.55595911,24.95076972,24.38108166,24.3251417,24.12397168,
103,United Rep. of Tanzania,energy,MtCO2eq,2.480362142,2.754777814,2.823514019,2.690226251,2.627024651,2.639133495,2.687891244,2.825203472,2.905196789,2.912814441,2.936966607,2.857580543,2.925223297,2.993733515,3.118123579,3.248967415,3.294867165,3.395440027,3.468072114,3.598165638,3.638732034,3.718081323,3.938140212,4.664277551,5.437594783,5.778977701,5.694180967,5.610956775,5.593124855,6.230053048,6.502320784,7.071831694,7.383208869,8.730684428,9.584982131,10.14985942,9.927055011,10.14501958,10.11104589,11.09828421,12.54593519,14.08401287,15.31279149,14.90625398,15.85298163,15.10665058,15.72850172,15.8436099,16.32068199,
104,Togo,energy,MtCO2eq,0.47267918,0.4921338625,0.4403754143,0.4093553343,0.4579858378,0.412193893,0.4897234148,0.4929517805,0.5706908915,0.527163154,0.5287944343,0.6040911963,0.4724056868,0.5184154298,0.479907845,0.674609781,0.7264512485,0.7157435333,0.7283829733,0.8016014955,0.7540840188,0.609939563,0.4903179098,0.836691738,0.8353054738,1.214845647,0.9294132993,1.101584952,1.407122348,1.265389711,1.102507878,1.186796387,1.437959514,1.384214354,1.32775183,1.25691771,1.277890408,1.49270338,2.725005456,2.528773077,2.348911982,2.092918315,1.741901204,1.622279852,1.496746151,1.983969999,1.737141323,1.958378167,2.02566721,
105,Tunisia,energy,MtCO2eq,5.131957986,5.78227489,6.10978329,6.894403236,7.225351108,6.957291758,8.611854328,8.975857851,10.42949135,10.9680663,12.13360783,11.7019723,12.31927625,12.61328672,12.91092213,13.00724525,12.98310485,13.69405499,14.58572266,14.93328523,15.14142807,16.4935234,16.38944144,16.10562646,16.30882619,17.0759466,17.71873232,18.54324744,19.52674862,20.11916867,20.98606056,21.02484756,20.80012257,21.64129421,22.15267754,23.03905205,24.1132557,24.58751798,24.62102212,26.88138296,26.142212,27.8588539,27.75730033,29.17294268,29.27108909,28.41986525,28.99605347,29.04358711,28.9878487,
106,Zambia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Zimbabwe,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Other Africa,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Africa,energy,MtCO2eq,524.5232069,533.1536647,561.0930813,557.7471683,578.8051352,650.3054508,673.8034528,667.0846582,714.266813,713.7042855,672.7872968,670.5316749,679.8738788,712.2934389,739.387335,753.5688621,767.2743074,786.6593925,817.1857182,857.2076143,888.8738592,897.3701684,921.9581728,938.6942384,992.811218,1045.774298,1066.441693,1076.517116,1075.016809,1105.327129,1162.619277,1165.356154,1236.184118,1296.896774,1345.103381,1362.111072,1390.948175,1454.31145,1427.030578,1497.345466,1440.777594,1547.080659,1565.37865,1603.003527,1591.825284,1601.584778,1657.985817,1691.403073,1734.630465,
110,Bangladesh,energy,MtCO2eq,4.68152967,4.749508521,5.411496842,5.964825046,6.457436937,6.865847776,7.078056866,7.524304025,8.129470552,9.161814336,9.001754413,9.674892733,9.392381123,9.4337749,10.90194566,11.94355134,12.80262553,13.5533421,14.47528475,15.66776104,15.02753449,16.27351198,17.27177577,18.42590911,21.6605026,21.95036601,24.08563938,24.52070603,25.50980427,27.03511308,31.39683767,33.34295498,34.95167279,37.30493248,39.8735422,43.77421157,46.31836938,50.44220323,54.19936181,60.72033076,64.66434213,68.65518844,71.80493749,75.28120788,83.98609495,86.71281511,91.84619968,95.3385721,102.7489204,
111,Brunei Darussalam,energy,MtCO2eq,8.105319378,7.408653485,7.109724736,6.738212624,6.184351055,6.117655448,5.600773245,5.939069238,6.488620308,7.153948188,5.385891746,5.404867011,6.608072038,5.214013572,5.062015546,4.917379344,4.965177886,5.064276439,5.050908617,4.526523809,4.734870033,5.017737103,5.443699513,5.735984597,6.107629769,6.299817162,6.70864152,5.921312636,5.985690779,6.371816716,6.289336827,6.287264355,7.279866777,6.858655438,6.68446675,9.41671628,8.918432589,9.771587099,9.534407084,8.834748723,9.056460098,8.979716988,8.729336337,8.598527789,7.824439078,8.386889609,8.785320659,9.012861858,8.426013521,
112,Cambodia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,DPR of Korea,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,India,energy,MtCO2eq,209.9334163,217.9490282,218.4541306,235.2651458,250.3984996,266.3100486,271.5649365,266.6893492,287.095172,301.0581703,330.9216952,348.6651267,375.5104417,415.1645655,433.4450201,466.2965325,501.4597351,529.4368868,569.0449104,602.0452231,645.1546557,661.9684263,685.7004991,718.9122711,770.7709457,805.0457371,848.9084642,863.677473,924.1902613,960.185104,975.4585304,1006.610611,1032.720533,1104.254959,1152.94311,1228.500153,1349.632713,1435.508098,1574.49312,1668.132234,1762.137077,1907.682878,1963.538214,2133.151329,2144.32435,2177.174799,2305.082048,2421.70848,2422.238483,
115,Indonesia,energy,MtCO2eq,47.26412285,52.88765024,59.61042162,64.32063348,67.52206813,73.52540941,88.58054857,92.56692102,99.77532683,109.5429929,114.7386292,112.9886059,110.7884389,114.0882575,119.9694998,131.4243203,135.0125438,139.6758395,146.5095704,176.891541,192.3275035,201.7135966,215.2893075,229.5459385,253.8913374,267.6437267,291.9119581,295.7441648,312.3879995,310.3408715,329.9197014,334.5040818,364.101411,370.3608582,373.2494876,398.3896321,413.4493958,409.1695718,427.6920521,454.4076245,517.2155706,522.1183501,486.8966202,521.1456979,523.7588064,514.2443512,546.0623814,603.234209,650.0298756,691.768572
116,Lao People's Democratic Republic,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Malaysia,energy,MtCO2eq,14.67089747,15.49279687,16.83067552,19.92476907,21.92092008,24.6107173,23.18203872,24.64086657,29.49015048,31.14296003,31.67876546,32.75489846,36.98004507,39.7265236,40.72197442,38.62066002,38.97338887,41.49944614,48.0939004,57.02894671,67.98355145,70.14616509,76.14567031,82.77682409,89.62689763,102.2208285,109.968155,109.3655432,118.1100581,127.4554107,132.9474674,139.3671799,147.0173134,161.7430254,171.483539,177.3779002,193.730382,206.7413691,185.2117559,204.3861793,205.9754192,209.1245386,227.4884779,240.6809236,241.6333455,236.3768132,229.6105237,245.8455519,254.8070797,
118,Mongolia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Myanmar,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Nepal,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Pakistan,energy,MtCO2eq,20.51627286,20.77543348,22.03803061,23.30066316,25.57673373,24.77268636,26.26814642,27.50316623,29.47628624,31.24329011,33.61669776,36.88379551,38.61777506,41.10102512,44.9324568,47.25789518,54.96714559,59.1402172,64.03026245,67.43730771,69.24878923,76.48959612,83.29328347,86.10269373,92.9533448,96.38906999,100.0167291,101.3038801,110.4641804,110.5778565,112.2193858,115.1324798,119.6596554,133.103014,136.1682532,146.0492969,159.04705,152.9426997,156.8802243,152.4887074,154.3091701,156.5483968,158.7505479,166.9942506,176.3172428,191.7178179,208.3102154,196.9444222,200.5987538,
122,Philippines,energy,MtCO2eq,26.08400731,27.05908902,30.14810447,29.04949259,31.82308871,31.69916336,35.10313401,36.48797727,37.95491494,35.55515931,33.75324491,34.10586677,36.29529537,32.6736846,32.36847403,30.2130265,36.46329407,38.18244195,39.85922532,41.52750774,40.75446089,44.26222465,47.48803176,50.43670133,60.25833952,64.91167756,71.51769653,71.66664555,69.1031435,69.82194331,69.60918905,69.08939844,71.40501736,72.74804125,73.65808294,67.7421678,71.41318615,73.41634423,74.22827194,79.52211375,80.25653209,82.75645648,91.67367786,97.71224262,105.8986593,116.65933,127.8736818,133.041251,139.9491986,
123,Singapore,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sri Lanka,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Chinese Taipei,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Thailand,energy,MtCO2eq,17.629636,19.8126085,22.34839515,22.29106775,23.44261873,26.45675682,29.0938954,32.33604427,34.4724635,36.05816703,35.01564455,33.79802226,36.69330711,40.42935539,45.00378618,46.47733213,53.42370462,60.88119447,70.34835425,85.58584051,94.88020689,103.3431458,116.1291664,129.5022161,146.3400319,164.1353924,168.5156243,153.478524,159.807321,160.7964162,168.7468351,178.7530104,186.6243559,204.1176582,211.191413,212.9274711,220.02044,225.3360188,216.9084267,234.0582338,232.2174008,250.2960253,259.0934009,255.1802282,262.1495368,257.9589407,257.4855709,254.9064541,265.3038674,
127,Viet Nam,energy,MtCO2eq,19.37739739,18.83436198,20.80047628,17.84954878,20.72447603,15.57327907,16.72096631,17.41095298,18.17862404,18.91423568,19.52295071,20.81201557,21.88343246,21.55727965,21.79656731,23.67196619,26.31445632,25.67322858,22.39288794,23.54277559,24.49313782,25.38330472,29.21940572,31.16561378,36.17945394,39.91040055,45.57890485,50.18035879,51.28561357,55.32487052,60.46601603,69.18748199,73.13507007,89.01415713,96.0526404,98.97210011,108.0973791,118.9411881,131.1389381,146.0567404,146.597882,146.0639371,152.6825647,166.9724086,203.6971564,201.7179131,202.1820346,251.0322707,299.5489629,
128,Other Asia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Asia (excl. China),energy,MtCO2eq,510.371527,535.2919308,560.4487433,586.895969,621.6337426,659.824017,700.0646434,724.7551696,779.4436802,823.939466,855.4272345,879.8129612,929.461132,985.4212703,1029.930404,1088.269263,1151.038514,1218.729743,1293.102611,1391.522183,1478.047511,1520.825051,1597.290924,1675.541048,1805.002399,1896.235667,2004.844393,2020.068734,2139.372486,2224.153798,2289.523768,2360.027298,2458.481508,2617.085538,2714.648392,2845.899066,3026.121994,3134.016655,3255.548149,3457.423542,3625.050945,3806.807178,3865.185496,4130.981962,4220.338259,4291.865946,4529.01716,4758.871617,4898.183446,
130,People's Rep. of China,energy,MtCO2eq,911.2302209,968.3670021,1005.177922,1025.361083,1188.452113,1233.6442,1389.338867,1562.287121,1590.960501,1558.841344,1551.11398,1615.43314,1696.24983,1844.762752,1857.744816,1959.064522,2087.694356,2240.863588,2321.067183,2360.681264,2474.846014,2571.869146,2787.714052,2899.426499,3227.715981,3198.307088,3252.670102,3340.244319,3236.818414,3425.685139,3594.675381,3862.219968,4465.025421,5189.236295,5904.051586,6496.097021,7042.439453,7247.414305,7736.874779,8485.09204,9274.73474,9527.476771,9958.660557,9959.180164,9860.677355,9806.686677,10025.7842,10432.7701,10618.70944,
131,"Hong Kong, China",energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"China (incl. Hong Kong, China)",energy,MtCO2eq,920.516661,977.9847313,1014.86694,1036.428451,1199.410261,1246.318522,1403.979063,1577.832402,1605.424728,1573.625711,1566.970229,1633.752635,1717.836337,1868.559979,1882.57614,1987.454174,2116.558034,2272.8346,2354.354748,2395.109605,2512.550138,2614.017758,2830.774268,2935.885313,3264.741775,3232.7955,3286.071672,3382.04733,3281.593004,3466.762618,3635.815453,3902.460701,4508.867389,5229.284576,5946.427973,6537.993909,7086.458435,7289.987887,7781.671356,8526.827882,9319.430889,9571.61541,10004.13979,10005.98597,9904.152783,9851.048124,10069.36391,10476.24735,10661.66303,
133,Argentina,energy,MtCO2eq,95.10132736,97.98349483,101.3744186,102.3884103,100.1554371,105.0320816,110.4823807,109.5941606,117.2931235,115.1568606,111.0216854,111.5484753,114.6654244,116.4897162,109.6307238,112.8149016,117.277599,123.9906306,120.8826981,113.7751034,118.958932,121.4579978,123.5705544,125.0017774,128.0542967,138.8960865,142.3917765,149.6282266,152.2791219,151.1953062,144.9688733,137.7747421,148.5792805,162.5100322,165.8133906,174.244195,181.3440603,186.1499755,174.1172763,184.1697823,193.0291011,195.3882531,200.1591976,196.8374864,202.951071,201.1437801,196.8817056,195.3491081,188.2302391,177.2155756
134,Bolivia,energy,MtCO2eq,10.36165615,11.34172129,12.64839735,12.25890014,11.85636025,13.64304933,13.02209786,13.98369026,13.85570538,13.34857735,13.51957706,14.47005273,14.99760546,14.00858997,12.89979589,12.12860552,12.34455145,12.90913878,14.51399153,14.75611059,15.48546312,15.83201916,14.04964918,12.69419878,10.66901726,10.36092618,11.62209796,10.54355599,9.953093339,9.957626965,10.14459267,10.6907278,11.75045785,12.81695421,13.88486378,15.21563855,16.38905097,17.52214746,17.76334642,19.43841354,21.18705354,22.63912048,24.56176495,26.53775018,26.73173617,27.75867305,28.2953888,28.28917211,26.79869052,
135,Brazil,energy,MtCO2eq,102.0564695,109.5874841,126.4040597,136.1811084,143.6024962,157.0587909,160.711197,174.4739444,183.7236849,181.9657446,170.9750968,171.3574975,165.2946257,167.2205435,175.3520908,193.0745573,197.3029061,200.1147505,202.1853062,201.4084528,208.2417895,212.5905562,219.4896368,227.2914581,244.7339025,264.4352574,282.904997,292.2790005,303.2068818,317.1998209,324.2550425,325.2366912,320.5107709,339.23072,342.726981,346.0489223,361.8260278,383.0711199,358.5847552,406.6798397,426.036182,461.2519766,493.3670942,520.0604856,496.1938539,459.9919705,471.9625831,449.2225892,450.5226762,424.648914
